Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,image_resp_p1.stopped,p1_resp_stim.stopped,textTimeOut.started,textTimeOut.stopped,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation_2.started,cross_2.started,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,cross_2.stopped,end.started,endscreen.started,key_resp_end.started,end.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
mountain,0,40,40,100,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10641670000040904,0.10685770001146011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
spider,0,41,41,146,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10698320000665262,0.10714440001174808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
hat,0,42,42,74,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10736320001888089,0.10750540002482012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
cake,0,43,43,23,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1076125000254251,0.1077534000214655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
bow,0,44,44,19,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10787760000675917,0.10802200000034645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
toothbrush,0,45,45,161,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10814850000315346,0.10828720001154579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
giraffe,0,46,46,61,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10839830001350492,0.10852520001935773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
gloves,0,47,47,63,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10867560000042431,0.10881210002116859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
desk,0,48,48,41,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10895890000392683,0.10909979999996722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pig,0,49,49,118,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10921980001148768,0.10935070001869462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
knife,0,50,50,84,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10949040000559762,0.10962220001965761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
rollingpin,0,51,51,130,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.10976070002652705,0.1099213000270538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
airplane,0,52,52,1,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11006280002766289,0.11020760002429597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
axe,0,53,53,6,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1103251000167802,0.11047100002178922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
corn,0,54,54,37,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11060940002789721,0.11082460000761785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
ostrich,0,55,55,106,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11093610001262277,0.11109300001407973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
thimble,0,56,56,158,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11120720001053996,0.11132830000133254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
stove,0,57,57,149,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11142970001674257,0.11155250002047978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
key,0,58,58,82,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11168020000332035,0.11179800002719276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
eagle,0,59,59,48,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1119073000154458,0.11201380001148209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
sled,0,60,60,143,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11213940000743605,0.11225640002521686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
plug,0,61,61,122,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11236130000906996,0.11249390000011772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
table,0,62,62,155,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11268670001300052,0.11281830002553761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lion,0,63,63,93,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11294640001142398,0.11307880000094883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
tree,0,64,64,163,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11319290002575144,0.1133280000067316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lettuce,0,65,65,90,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11351970001123846,0.11369630001718178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
cannon,0,66,66,26,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1138177000102587,0.11397440001019277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
accordion,0,67,67,0,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11407940002391115,0.1142128000210505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
hanger,0,68,68,72,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11431140001513995,0.11443190000136383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
candle,0,69,69,25,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11452940001618117,0.11468360002618283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
skirt,0,70,70,141,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11487820002366789,0.11505660001421347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
squirrel,0,71,71,147,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11522560002049431,0.11538100001052953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lamp,0,72,72,86,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11558080001850612,0.11573450002470054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
alligator,0,73,73,2,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11584920002496801,0.11595810001017526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
vest,0,74,74,168,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1160556000249926,0.11618140002246946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
skunk,0,75,75,142,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11627610001596622,0.11639070001547225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pineapple,0,76,76,119,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11651190000702627,0.1166222000028938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
bicycle,0,77,77,16,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1167252000013832,0.11687730002449825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
vase,0,78,78,167,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11697930001537316,0.11708390002604574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
umbrella,0,79,79,166,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1171852000115905,0.11735240000416525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
snail,0,80,80,144,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11749210002017207,0.1176759000227321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
ruler,0,81,81,132,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1178121000120882,0.11799100000644103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
leaf,0,82,82,87,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11810440002591349,0.11823580000782385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
peanut,0,83,83,113,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11837580002611503,0.11851420000311919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
elephant,0,84,84,49,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11863070001709275,0.11874650002573617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
cow,0,85,85,38,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11884600002667867,0.11897180002415553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
fryingpan,0,86,86,59,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11906870000530034,0.1191672999993898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
helicopter,0,87,87,76,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11926770000718534,0.11936690000584349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
arm,0,88,88,5,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11946440002066083,0.11956570000620559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
house,0,89,89,78,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11968020000495017,0.11985070002265275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
tennisracket,0,90,90,157,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.11997190001420677,0.12011850002454594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
shoe,0,91,91,140,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12031350002507679,0.12046830001054332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
boot,0,92,92,18,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12063220000709407,0.12077240002690814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
heart,0,93,93,75,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1209380000072997,0.12108920002356172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
carrot,0,94,94,27,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12123800002154894,0.12138260001665913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
violin,0,95,95,169,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12153620002209209,0.12166030000662431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
snowman,0,96,96,145,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12175380002008751,0.12187200001790188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
flag,0,97,97,55,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12205260002519935,0.12218190002022311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
recordplayer,0,98,98,127,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12228060001507401,0.1224194000242278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
zebra,0,99,99,179,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.12259280000580475,0.12271500000497326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
